Student_ID,Class,Study_Hours_Per_Day,Attendance_Percentage,Performance_Index,Risk_Level,Trend,Key_Insight,Recommendation
S2258,9,5.1,92,86.67,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S2259,11,5.9,52,79.47,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S2260,9,4.8,92,86.8,Low Risk,Stable,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S2261,11,4.4,85,81.53,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2262,11,3.5,84,80.73,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S2263,10,2.8,83,80.2,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S2264,9,5.5,56,76.27,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2265,9,3.9,99,85.73,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2266,9,5.1,62,82.13,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S2267,10,2.5,84,68.47,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S2268,9,4.9,50,74.67,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2269,9,2.7,60,59.93,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and possible distraction from internet use.,"1. Increase daily study to minimum 4 hours.
2. Limit non-academic internet usage."
S2270,11,2.2,95,59.93,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2271,11,4.1,55,78.6,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Do weekly performance monitoring."
S2272,12,5.6,69,87.93,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Improve class attendance to >75%.
2. Do weekly performance monitoring."
S2273,10,1.1,66,47.93,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2274,11,4.2,76,87.2,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S2275,10,1.9,98,71.93,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S2276,12,1.4,59,52.33,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2277,12,3.2,67,75.8,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S2278,9,1.8,55,57.13,Medium Risk,Improving,Poor study discipline is the primary cause of academic risk.,1. Increase daily study to minimum 4 hours.
S2279,9,1.0,77,54.33,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2280,10,1.6,69,56.33,Medium Risk,Improving,Poor study discipline is the primary cause of academic risk.,1. Increase daily study to minimum 4 hours.
S2281,9,1.1,57,51.33,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2282,9,1.7,94,69.93,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S2283,11,2.1,83,60.4,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2284,12,5.7,93,81.53,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2285,12,3.2,89,76.47,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2286,9,2.9,91,70.53,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S2287,10,3.8,98,86.0,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S2288,11,4.1,70,86.93,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S2289,12,5.3,68,80.8,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2290,10,2.6,69,61.8,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2291,12,1.9,58,63.93,Medium Risk,Stable,Poor study discipline is the primary cause of academic risk.,1. Increase daily study to minimum 4 hours.
S2292,11,1.6,95,57.0,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2293,9,4.0,61,74.6,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2294,12,0.6,92,48.8,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2295,10,1.4,86,64.93,Medium Risk,Improving,Poor study discipline is the primary cause of academic risk and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Reduce extracurricular load temporarily."
S2296,10,4.5,53,72.47,Low Risk,Improving,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Limit non-academic internet usage."
S2297,9,3.8,54,74.53,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2298,11,1.3,81,54.13,Medium Risk,Stable,Poor study discipline is the primary cause of academic risk.,1. Increase daily study to minimum 4 hours.
S2299,10,5.1,69,71.8,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2300,9,4.6,85,88.87,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S2301,9,5.6,52,85.07,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S2302,12,3.8,57,72.07,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2303,10,1.6,58,50.8,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2304,9,3.4,94,77.33,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2305,12,3.5,75,76.27,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Do weekly performance monitoring."
S2306,9,4.3,52,78.4,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S2307,11,5.0,93,88.47,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S2308,10,3.8,92,86.13,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S2309,12,4.6,90,82.93,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2310,10,2.5,52,56.47,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2311,11,2.8,77,66.33,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S2312,11,4.6,67,73.53,Low Risk,Improving,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Limit non-academic internet usage."
S2313,12,4.4,60,80.8,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S2314,12,3.4,56,74.8,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Improve class attendance to >75%.
2. Do weekly performance monitoring."
S2315,10,1.6,53,51.13,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2316,10,3.2,79,70.47,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2317,10,4.4,69,79.0,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2318,12,1.5,92,57.93,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2319,9,2.8,57,70.07,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2320,12,1.8,51,57.93,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2321,11,2.8,55,66.73,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2322,12,0.7,64,51.93,Medium Risk,Stable,Poor study discipline is the primary cause of academic risk.,1. Increase daily study to minimum 4 hours.
S2323,10,3.4,60,76.13,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S2324,9,2.3,50,61.13,Medium Risk,Stable,Poor study discipline is the primary cause of academic risk and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Reduce extracurricular load temporarily."
S2325,10,4.2,83,75.0,Low Risk,Improving,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Limit non-academic internet usage."
S2326,11,2.9,92,74.2,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2327,11,3.8,80,84.4,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S2328,11,5.3,91,82.87,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Do weekly performance monitoring."
S2329,9,4.4,87,93.13,Low Risk,Stable,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S2330,9,3.2,68,74.93,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S2331,9,5.4,82,77.6,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2332,11,5.4,94,81.6,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2333,9,3.6,83,88.2,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S2334,11,5.6,71,78.47,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2335,10,5.8,65,81.27,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S2336,10,1.6,92,64.4,Medium Risk,Improving,Poor study discipline is the primary cause of academic risk.,1. Increase daily study to minimum 4 hours.
S2337,10,5.0,60,73.87,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2338,11,1.4,61,54.73,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2339,11,3.5,74,78.6,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S2340,12,0.8,57,47.67,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2341,11,3.2,73,77.27,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S2342,10,1.2,68,48.27,Medium Risk,Stable,Poor study discipline is the primary cause of academic risk.,1. Increase daily study to minimum 4 hours.
S2343,11,4.0,86,82.67,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2344,11,5.3,71,81.27,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2345,9,1.2,100,57.47,Medium Risk,Stable,Poor study discipline is the primary cause of academic risk.,1. Increase daily study to minimum 4 hours.
S2346,11,0.9,56,43.27,High Risk,Declining,Poor study discipline is the primary cause of high academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2347,12,4.4,94,85.07,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2348,10,3.7,77,72.13,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2349,9,5.7,72,72.67,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2350,11,3.4,60,72.4,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2351,11,5.8,62,82.0,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S2352,10,3.1,62,77.53,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S2353,11,2.8,63,73.4,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S2354,12,3.4,65,77.67,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Improve class attendance to >75%.
2. Do weekly performance monitoring."
S2355,10,3.4,93,86.2,Low Risk,Stable,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S2356,11,5.5,86,90.13,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S2357,10,4.9,93,92.2,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S2358,9,3.5,98,72.07,Low Risk,Improving,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Limit non-academic internet usage."
S2359,10,4.4,97,83.67,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2360,12,4.3,52,76.8,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2361,10,5.2,94,84.27,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2362,10,1.3,78,53.67,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2363,12,4.3,70,79.33,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2364,12,5.9,71,81.67,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2365,11,2.9,57,72.0,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S2366,12,5.0,94,84.4,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2367,9,3.4,97,82.2,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S2368,10,5.6,74,76.93,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2369,9,2.0,94,66.67,Low Risk,Improving,Strong overall performance with no immediate academic risk.,"1. Increase daily study to minimum 4 hours.
2. Reduce extracurricular load temporarily."
S2370,9,3.8,67,78.07,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2371,10,1.9,64,65.4,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S2372,9,5.3,91,81.0,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2373,9,4.8,88,87.6,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S2374,10,3.5,61,72.93,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2375,9,0.8,91,51.93,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2376,11,2.5,63,66.0,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2377,12,0.9,88,50.87,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2378,9,4.6,62,84.4,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Improve class attendance to >75%.
2. Do weekly performance monitoring."
S2379,9,2.2,76,73.07,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2380,11,4.0,51,78.87,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S2381,10,3.3,69,73.87,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2382,9,5.8,62,77.33,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Do weekly performance monitoring."
S2383,9,2.3,82,63.93,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2384,12,5.4,59,79.8,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S2385,12,1.3,91,61.6,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2386,12,4.3,66,78.0,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2387,10,5.6,81,87.4,Low Risk,Declining,Strong overall performance with no immediate academic risk.,2. Do weekly performance monitoring.
S2388,10,4.6,90,88.13,Low Risk,Stable,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S2389,10,1.6,52,50.8,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2390,11,3.0,67,78.47,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S2391,9,3.3,66,74.07,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2392,11,5.8,81,83.53,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2393,12,4.6,56,88.0,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S2394,9,2.2,89,65.0,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2395,9,4.4,57,87.8,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S2396,9,3.5,95,79.6,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2397,10,5.0,69,85.0,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S2398,11,3.9,53,72.13,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2399,12,3.9,57,83.2,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S2400,10,0.5,73,51.73,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2401,11,5.2,50,72.53,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2402,9,4.9,93,92.2,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S2403,10,3.8,91,78.87,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2404,10,2.2,74,62.93,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2405,12,3.8,73,83.8,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S2406,12,1.4,89,64.6,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2407,12,1.3,87,64.0,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2408,9,2.9,96,81.53,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S2409,10,1.7,61,52.53,Medium Risk,Improving,Poor study discipline is the primary cause of academic risk and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Reduce extracurricular load temporarily."
S2410,11,1.7,51,59.6,Medium Risk,Stable,Poor study discipline is the primary cause of academic risk.,1. Increase daily study to minimum 4 hours.
S2411,9,4.9,100,90.13,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S2412,10,5.8,55,79.0,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S2413,9,1.1,59,56.0,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2414,10,3.5,80,76.33,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2415,9,2.7,59,69.87,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S2416,11,1.1,75,52.8,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2417,9,1.0,71,52.2,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2418,12,4.4,96,86.0,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2419,9,0.9,100,57.0,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2420,12,1.2,50,51.73,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2421,9,1.7,50,50.6,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2422,10,1.1,99,58.8,Medium Risk,Improving,Poor study discipline is the primary cause of academic risk and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Reduce extracurricular load temporarily."
S2423,9,5.3,87,81.0,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2424,11,2.0,59,59.93,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2425,11,2.4,67,65.4,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S2426,11,3.5,74,79.93,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S2427,11,4.6,77,76.73,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2428,11,2.8,77,69.0,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2429,11,3.9,59,74.4,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2430,11,0.9,60,51.93,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2431,11,1.8,88,69.73,Low Risk,Improving,Strong overall performance with no immediate academic risk.,"1. Increase daily study to minimum 4 hours.
2. Reduce extracurricular load temporarily."
S2432,10,4.7,94,91.47,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S2433,11,1.8,57,57.67,Medium Risk,Improving,Poor study discipline is the primary cause of academic risk.,1. Increase daily study to minimum 4 hours.
S2434,12,5.7,89,79.0,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Limit non-academic internet usage."
S2435,10,3.9,89,89.2,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S2436,9,2.4,99,68.73,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2437,11,4.7,100,92.53,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S2438,11,3.7,97,85.07,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S2439,11,4.3,50,69.2,Low Risk,Improving,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Limit non-academic internet usage."
S2440,9,3.8,99,94.33,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S2441,12,5.8,97,80.87,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Limit non-academic internet usage."
S2442,10,5.4,83,88.6,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S2443,11,3.2,95,76.07,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2444,11,4.4,79,84.33,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S2445,12,3.8,64,75.6,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2446,10,0.6,85,41.93,High Risk,Declining,Poor study discipline is the primary cause of high academic risk reinforced by declining performance trend and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2447,11,4.1,76,86.67,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S2448,9,1.3,96,56.2,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2449,9,0.9,91,53.87,Medium Risk,Stable,Poor study discipline is the primary cause of academic risk and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Reduce extracurricular load temporarily."
S2450,11,0.5,62,41.93,High Risk,Declining,Poor study discipline is the primary cause of high academic risk reinforced by declining performance trend and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S2451,10,1.0,88,54.13,Medium Risk,Improving,Poor study discipline is the primary cause of academic risk.,1. Increase daily study to minimum 4 hours.
S2452,9,3.8,64,73.73,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2453,10,3.7,82,83.4,Low Risk,Declining,Strong overall performance with no immediate academic risk.,2. Do weekly performance monitoring.
S2454,9,5.8,94,84.27,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2455,9,3.1,65,73.73,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S2456,12,5.9,63,79.53,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S2457,11,3.6,50,77.87,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
