Student_ID,Class,Study_Hours_Per_Day,Attendance_Percentage,Internet_Access,Extracurricular_Activities,Math_Score,Science_Score,English_Score,Previous_Year_Score,Study_Discipline_Score,Attendance_Score,Academic_Score,Performance_Index,Risk_Level,Difference,Trend
S2759,11,3.2,100,No,Yes,92,72,54,81,80.0,100,72.67,81.07,Low Risk,0.07,Stable
S2760,12,1.0,95,No,Yes,41,57,87,69,25.0,95,61.67,53.67,Medium Risk,-15.33,Declining
S2761,12,4.6,62,Yes,Yes,75,95,54,42,100.0,62,74.67,82.27,Low Risk,40.27,Improving
S2762,10,5.8,72,No,Yes,95,77,90,47,100.0,72,87.33,89.33,Low Risk,42.33,Improving
S2763,12,2.8,99,No,No,43,74,67,69,70.0,99,61.33,72.33,Low Risk,3.33,Stable
S2764,10,2.4,89,No,Yes,63,46,39,83,60.0,89,49.33,61.53,Medium Risk,-21.47,Declining
S2765,10,4.0,61,No,Yes,98,69,42,64,100.0,61,69.67,80.07,Low Risk,16.07,Improving
S2766,12,2.6,99,Yes,Yes,93,62,39,54,65.0,99,64.67,71.67,Low Risk,17.67,Improving
S2767,11,2.0,87,Yes,Yes,69,81,42,75,50.0,87,64.0,63.0,Medium Risk,-12.0,Declining
S2768,12,2.1,55,Yes,No,90,81,82,89,52.5,55,84.33,65.73,Low Risk,-23.27,Declining
S2769,11,1.5,74,Yes,No,82,98,62,71,37.5,74,80.67,62.07,Medium Risk,-8.93,Declining
S2770,12,1.7,78,Yes,No,46,78,41,91,42.5,78,55.0,54.6,Medium Risk,-36.4,Declining
S2771,12,5.5,55,No,Yes,67,60,93,94,100.0,55,73.33,80.33,Low Risk,-13.67,Declining
S2772,11,3.9,72,Yes,No,85,70,37,76,97.5,72,64.0,79.0,Low Risk,3.0,Stable
S2773,9,3.7,93,Yes,Yes,61,83,66,90,92.5,93,70.0,83.6,Low Risk,-6.4,Declining
S2774,9,5.4,69,Yes,No,70,82,71,68,100.0,69,74.33,83.53,Low Risk,15.53,Improving
S2775,9,3.9,97,No,Yes,44,68,60,68,97.5,97,57.33,81.33,Low Risk,13.33,Improving
S2776,11,2.2,82,No,No,51,56,61,74,55.00000000000001,82,56.0,60.8,Medium Risk,-13.2,Declining
S2777,11,5.5,88,No,No,87,65,48,48,100.0,88,66.67,84.27,Low Risk,36.27,Improving
S2778,12,5.1,95,Yes,Yes,97,49,42,43,100.0,95,62.67,84.07,Low Risk,41.07,Improving
S2779,9,1.4,65,No,No,39,66,80,47,35.0,65,61.67,51.67,Medium Risk,4.67,Stable
S2780,11,0.6,57,No,No,59,71,42,67,15.0,57,57.33,40.33,High Risk,-26.67,Declining
S2781,11,2.6,67,Yes,Yes,92,43,60,82,65.0,67,65.0,65.4,Low Risk,-16.6,Declining
S2782,10,2.5,88,Yes,Yes,73,85,40,69,62.5,88,66.0,69.0,Low Risk,0.0,Stable
S2783,11,2.2,70,Yes,Yes,38,48,45,74,55.00000000000001,70,43.67,53.47,Medium Risk,-20.53,Declining
S2784,11,4.1,69,Yes,No,72,99,93,77,100.0,69,88.0,89.0,Low Risk,12.0,Improving
S2785,11,0.9,54,No,No,62,77,79,79,22.5,54,72.67,48.87,Medium Risk,-30.13,Declining
S2786,10,5.6,67,Yes,No,55,74,76,83,100.0,67,68.33,80.73,Low Risk,-2.27,Stable
S2787,10,2.8,66,Yes,Yes,64,92,47,74,70.0,66,67.67,68.27,Low Risk,-5.73,Declining
S2788,12,1.5,57,No,No,36,71,69,92,37.5,57,58.67,49.87,Medium Risk,-42.13,Declining
S2789,10,5.0,57,Yes,Yes,71,94,70,51,100.0,57,78.33,82.73,Low Risk,31.73,Improving
S2790,12,1.9,92,Yes,No,86,76,50,41,47.5,92,70.67,65.67,Low Risk,24.67,Improving
S2791,10,4.7,98,No,No,71,35,83,46,100.0,98,63.0,84.8,Low Risk,38.8,Improving
S2792,11,5.5,87,No,Yes,65,44,65,69,100.0,87,58.0,80.6,Low Risk,11.6,Improving
S2793,11,1.1,69,No,No,80,84,94,57,27.500000000000004,69,86.0,59.2,Medium Risk,2.2,Stable
S2794,12,4.0,69,Yes,No,54,50,47,78,100.0,69,50.33,73.93,Low Risk,-4.07,Stable
S2795,9,0.8,67,Yes,Yes,49,78,95,80,20.0,67,74.0,51.0,Medium Risk,-29.0,Declining
S2796,11,0.7,62,Yes,Yes,41,85,83,73,17.5,62,69.67,47.27,Medium Risk,-25.73,Declining
S2797,11,2.5,72,Yes,Yes,88,66,36,76,62.5,72,63.33,64.73,Medium Risk,-11.27,Declining
S2798,11,2.8,62,No,No,67,93,73,67,70.0,62,77.67,71.47,Low Risk,4.47,Stable
S2799,12,2.2,77,Yes,Yes,81,81,66,50,55.00000000000001,77,76.0,67.8,Low Risk,17.8,Improving
S2800,9,5.4,84,No,No,46,51,50,44,100.0,84,49.0,76.4,Low Risk,32.4,Improving
S2801,11,1.1,56,No,Yes,53,99,49,64,27.500000000000004,56,67.0,49.0,Medium Risk,-15.0,Declining
S2802,9,2.6,69,Yes,Yes,75,70,84,57,65.0,69,76.33,70.33,Low Risk,13.33,Improving
S2803,10,4.9,69,Yes,No,75,82,89,79,100.0,69,82.0,86.6,Low Risk,7.6,Improving
S2804,9,3.0,50,No,No,70,93,87,45,75.0,50,83.33,73.33,Low Risk,28.33,Improving
S2805,12,4.0,72,No,Yes,40,84,69,54,100.0,72,64.33,80.13,Low Risk,26.13,Improving
S2806,9,3.5,66,Yes,Yes,83,95,82,71,87.5,66,86.67,82.87,Low Risk,11.87,Improving
S2807,9,3.7,81,Yes,No,44,97,67,47,92.5,81,69.33,80.93,Low Risk,33.93,Improving
S2808,11,5.5,88,No,Yes,84,71,59,66,100.0,88,71.33,86.13,Low Risk,20.13,Improving
S2809,10,4.8,99,Yes,No,63,90,45,68,100.0,99,66.0,86.2,Low Risk,18.2,Improving
S2810,10,1.1,82,No,No,100,36,47,43,27.500000000000004,82,61.0,51.8,Medium Risk,8.8,Improving
S2811,11,2.0,76,Yes,Yes,81,64,46,66,50.0,76,63.67,60.67,Medium Risk,-5.33,Declining
S2812,12,4.1,70,Yes,No,100,53,57,50,100.0,70,70.0,82.0,Low Risk,32.0,Improving
S2813,10,1.8,85,Yes,Yes,57,82,71,81,45.0,85,70.0,63.0,Medium Risk,-18.0,Declining
S2814,10,3.5,76,No,No,85,90,67,63,87.5,76,80.67,82.47,Low Risk,19.47,Improving
S2815,10,5.7,77,Yes,No,64,87,42,75,100.0,77,64.33,81.13,Low Risk,6.13,Improving
S2816,12,0.9,97,No,Yes,62,71,78,67,22.5,97,70.33,56.53,Medium Risk,-10.47,Declining
S2817,12,5.3,53,Yes,Yes,39,66,92,75,100.0,53,65.67,76.87,Low Risk,1.87,Stable
S2818,12,4.3,57,Yes,Yes,56,72,80,83,100.0,57,69.33,79.13,Low Risk,-3.87,Stable
S2819,11,1.5,64,No,Yes,98,41,76,70,37.5,64,71.67,56.47,Medium Risk,-13.53,Declining
S2820,10,5.2,69,Yes,Yes,76,84,61,48,100.0,69,73.67,83.27,Low Risk,35.27,Improving
S2821,12,2.2,69,No,Yes,74,63,64,68,55.00000000000001,69,67.0,62.6,Medium Risk,-5.4,Declining
S2822,12,1.3,72,No,No,98,42,100,59,32.5,72,80.0,59.4,Medium Risk,0.4,Stable
S2823,10,2.2,89,No,Yes,87,44,80,83,55.00000000000001,89,70.33,67.93,Low Risk,-15.07,Declining
S2824,10,5.4,73,Yes,Yes,79,46,87,53,100.0,73,70.67,82.87,Low Risk,29.87,Improving
S2825,12,0.8,79,Yes,Yes,59,82,51,51,20.0,79,64.0,49.4,Medium Risk,-1.6,Stable
S2826,12,5.9,84,No,No,50,75,55,90,100.0,84,60.0,80.8,Low Risk,-9.2,Declining
S2827,9,2.1,88,No,No,44,62,92,92,52.5,88,66.0,65.0,Low Risk,-27.0,Declining
S2828,9,3.8,78,Yes,Yes,66,48,47,88,95.0,78,53.67,75.07,Low Risk,-12.93,Declining
S2829,9,2.6,88,Yes,No,89,36,66,49,65.0,88,63.67,69.07,Low Risk,20.07,Improving
S2830,9,5.9,85,Yes,No,39,48,76,54,100.0,85,54.33,78.73,Low Risk,24.73,Improving
S2831,10,3.9,66,No,Yes,94,39,58,42,97.5,66,63.67,77.67,Low Risk,35.67,Improving
S2832,11,3.7,74,Yes,Yes,63,51,68,56,92.5,74,60.67,76.07,Low Risk,20.07,Improving
S2833,9,4.4,66,Yes,No,52,88,37,68,100.0,66,59.0,76.8,Low Risk,8.8,Improving
S2834,10,4.0,52,No,No,100,99,38,68,100.0,52,79.0,82.0,Low Risk,14.0,Improving
S2835,12,0.8,58,No,Yes,91,77,48,46,20.0,58,72.0,48.4,Medium Risk,2.4,Stable
S2836,12,0.7,93,Yes,Yes,78,94,100,53,17.5,93,90.67,61.87,Medium Risk,8.87,Improving
S2837,9,4.0,77,Yes,No,57,47,50,91,100.0,77,51.33,75.93,Low Risk,-15.07,Declining
S2838,9,5.4,97,Yes,Yes,39,99,35,47,100.0,97,57.67,82.47,Low Risk,35.47,Improving
S2839,11,1.2,60,Yes,Yes,99,60,96,64,30.0,60,85.0,58.0,Medium Risk,-6.0,Declining
S2840,9,2.4,97,Yes,No,40,77,82,93,60.0,97,66.33,69.93,Low Risk,-23.07,Declining
S2841,12,1.9,68,No,No,98,70,68,68,47.5,68,78.67,64.07,Medium Risk,-3.93,Stable
S2842,11,1.2,95,Yes,No,38,100,93,71,30.0,95,77.0,61.8,Medium Risk,-9.2,Declining
S2843,12,1.8,91,No,Yes,94,53,41,94,45.0,91,62.67,61.27,Medium Risk,-32.73,Declining
S2844,11,3.2,78,Yes,Yes,89,56,72,42,80.0,78,72.33,76.53,Low Risk,34.53,Improving
S2845,9,3.1,80,Yes,No,49,71,80,55,77.5,80,66.67,73.67,Low Risk,18.67,Improving
S2846,9,4.9,90,Yes,No,83,99,79,57,100.0,90,87.0,92.8,Low Risk,35.8,Improving
S2847,9,1.7,75,Yes,No,89,42,91,83,42.5,75,74.0,61.6,Medium Risk,-21.4,Declining
S2848,11,2.6,97,No,No,73,82,54,48,65.0,97,69.67,73.27,Low Risk,25.27,Improving
S2849,9,1.3,76,No,No,51,83,63,72,32.5,76,65.67,54.47,Medium Risk,-17.53,Declining
S2850,12,4.8,85,No,No,99,77,99,82,100.0,85,91.67,93.67,Low Risk,11.67,Improving
S2851,10,5.4,76,Yes,Yes,57,80,96,53,100.0,76,77.67,86.27,Low Risk,33.27,Improving
S2852,12,0.7,63,Yes,No,64,65,73,78,17.5,63,67.33,46.53,Medium Risk,-31.47,Declining
S2853,12,2.7,95,No,No,88,86,85,48,67.5,95,86.33,80.53,Low Risk,32.53,Improving
S2854,12,3.1,70,No,Yes,51,97,83,88,77.5,70,77.0,75.8,Low Risk,-12.2,Declining
S2855,12,4.8,81,No,Yes,69,75,40,43,100.0,81,61.33,80.73,Low Risk,37.73,Improving
S2856,12,2.5,89,Yes,Yes,53,50,87,81,62.5,89,63.33,68.13,Low Risk,-12.87,Declining
S2857,9,0.6,97,Yes,No,69,55,94,57,15.0,97,72.67,54.47,Medium Risk,-2.53,Stable
S2858,10,4.9,68,No,No,79,51,63,68,100.0,68,64.33,79.33,Low Risk,11.33,Improving
S2859,12,4.4,86,No,No,39,84,65,67,100.0,86,62.67,82.27,Low Risk,15.27,Improving
S2860,11,3.7,77,Yes,Yes,82,55,54,43,92.5,77,63.67,77.87,Low Risk,34.87,Improving
S2861,12,4.7,72,No,No,72,86,95,73,100.0,72,84.33,88.13,Low Risk,15.13,Improving
S2862,11,2.8,85,Yes,No,37,65,72,95,70.0,85,58.0,68.2,Low Risk,-26.8,Declining
S2863,12,4.9,62,No,Yes,37,52,52,73,100.0,62,47.0,71.2,Low Risk,-1.8,Stable
S2864,10,2.1,52,Yes,No,53,80,44,47,52.5,52,59.0,55.0,Medium Risk,8.0,Improving
S2865,11,4.2,52,Yes,No,43,46,96,71,100.0,52,61.67,75.07,Low Risk,4.07,Stable
S2866,9,5.2,63,No,No,79,76,61,42,100.0,63,72.0,81.4,Low Risk,39.4,Improving
S2867,12,1.4,58,No,No,91,73,35,67,35.0,58,66.33,52.13,Medium Risk,-14.87,Declining
S2868,9,3.3,77,No,No,61,64,100,61,82.5,77,75.0,78.4,Low Risk,17.4,Improving
S2869,9,0.6,96,No,No,66,57,69,86,15.0,96,64.0,50.8,Medium Risk,-35.2,Declining
S2870,11,1.3,99,No,Yes,98,70,78,52,32.5,99,82.0,65.6,Low Risk,13.6,Improving
S2871,11,3.2,98,No,No,48,67,96,55,80.0,98,70.33,79.73,Low Risk,24.73,Improving
S2872,12,4.1,99,No,No,60,55,46,59,100.0,99,53.67,81.27,Low Risk,22.27,Improving
S2873,12,5.6,61,Yes,Yes,65,69,90,82,100.0,61,74.67,82.07,Low Risk,0.07,Stable
S2874,12,0.6,70,No,No,60,52,94,53,15.0,70,68.67,47.47,Medium Risk,-5.53,Declining
S2875,12,0.9,68,Yes,No,92,81,56,93,22.5,68,76.33,53.13,Medium Risk,-39.87,Declining
S2876,11,0.8,53,No,Yes,93,78,97,42,20.0,53,89.33,54.33,Medium Risk,12.33,Improving
S2877,10,1.1,89,No,No,52,66,63,48,27.500000000000004,89,60.33,52.93,Medium Risk,4.93,Stable
S2878,10,2.6,74,No,No,74,77,62,59,65.0,74,71.0,69.2,Low Risk,10.2,Improving
S2879,10,2.9,58,Yes,No,73,59,92,94,72.5,58,74.67,70.47,Low Risk,-23.53,Declining
S2880,10,2.7,86,No,No,78,56,87,95,67.5,86,73.67,73.67,Low Risk,-21.33,Declining
S2881,11,2.5,100,Yes,No,86,58,81,95,62.5,100,75.0,75.0,Low Risk,-20.0,Declining
S2882,11,3.4,76,Yes,No,50,67,70,86,85.0,76,62.33,74.13,Low Risk,-11.87,Declining
S2883,11,1.5,50,No,No,76,42,93,80,37.5,50,70.33,53.13,Medium Risk,-26.87,Declining
S2884,9,1.8,62,No,No,89,39,41,82,45.0,62,56.33,52.93,Medium Risk,-29.07,Declining
S2885,9,5.0,84,Yes,Yes,66,67,79,92,100.0,84,70.67,85.07,Low Risk,-6.93,Declining
S2886,12,4.5,53,No,No,39,63,67,58,100.0,53,56.33,73.13,Low Risk,15.13,Improving
S2887,11,4.6,52,Yes,No,73,46,82,46,100.0,52,67.0,77.2,Low Risk,31.2,Improving
S2888,10,4.8,63,No,Yes,75,97,70,52,100.0,63,80.67,84.87,Low Risk,32.87,Improving
S2889,12,1.8,96,No,Yes,51,98,72,90,45.0,96,73.67,66.67,Low Risk,-23.33,Declining
S2890,12,3.7,76,No,No,65,55,90,55,92.5,76,70.0,80.2,Low Risk,25.2,Improving
S2891,11,4.4,75,No,No,87,64,97,94,100.0,75,82.67,88.07,Low Risk,-5.93,Declining
S2892,11,5.7,99,Yes,Yes,70,68,94,72,100.0,99,77.33,90.73,Low Risk,18.73,Improving
S2893,12,6.0,63,No,Yes,67,71,71,66,100.0,63,69.67,80.47,Low Risk,14.47,Improving
S2894,12,3.0,77,No,Yes,95,74,94,59,75.0,77,87.67,80.47,Low Risk,21.47,Improving
S2895,9,2.3,77,No,No,95,51,84,61,57.49999999999999,77,76.67,69.07,Low Risk,8.07,Improving
S2896,9,4.0,73,Yes,Yes,51,66,77,62,100.0,73,64.67,80.47,Low Risk,18.47,Improving
S2897,10,5.8,72,No,No,86,68,59,41,100.0,72,71.0,82.8,Low Risk,41.8,Improving
S2898,10,3.2,81,Yes,No,67,47,71,48,80.0,81,61.67,72.87,Low Risk,24.87,Improving
S2899,12,4.3,90,No,Yes,96,100,62,82,100.0,90,86.0,92.4,Low Risk,10.4,Improving
S2900,9,3.6,50,No,Yes,61,80,90,68,90.0,50,77.0,76.8,Low Risk,8.8,Improving
S2901,10,3.6,73,No,Yes,92,48,57,85,90.0,73,65.67,76.87,Low Risk,-8.13,Declining
S2902,10,3.1,76,No,No,42,60,40,90,77.5,76,47.33,65.13,Low Risk,-24.87,Declining
S2903,10,2.3,72,No,Yes,52,75,83,51,57.49999999999999,72,70.0,65.4,Low Risk,14.4,Improving
S2904,10,4.2,77,Yes,Yes,67,42,100,61,100.0,77,69.67,83.27,Low Risk,22.27,Improving
S2905,11,3.1,79,Yes,No,54,94,93,43,77.5,79,80.33,78.93,Low Risk,35.93,Improving
S2906,12,2.2,89,Yes,Yes,85,56,99,71,55.00000000000001,89,80.0,71.8,Low Risk,0.8,Stable
S2907,9,4.3,85,No,No,81,52,71,84,100.0,85,68.0,84.2,Low Risk,0.2,Stable
S2908,10,4.0,54,Yes,No,73,71,83,61,100.0,54,75.67,81.07,Low Risk,20.07,Improving
S2909,9,2.2,93,Yes,Yes,45,78,49,60,55.00000000000001,93,57.33,63.53,Medium Risk,3.53,Stable
S2910,11,4.8,92,No,Yes,65,43,71,84,100.0,92,59.67,82.27,Low Risk,-1.73,Stable
S2911,9,5.2,72,No,No,72,65,48,87,100.0,72,61.67,79.07,Low Risk,-7.93,Declining
S2912,9,3.6,55,Yes,Yes,94,58,97,51,90.0,55,83.0,80.2,Low Risk,29.2,Improving
S2913,9,2.8,79,No,Yes,55,44,57,66,70.0,79,52.0,64.6,Medium Risk,-1.4,Stable
S2914,10,3.5,70,No,No,88,52,91,52,87.5,70,77.0,79.8,Low Risk,27.8,Improving
S2915,11,5.5,83,Yes,Yes,78,56,82,92,100.0,83,72.0,85.4,Low Risk,-6.6,Declining
S2916,9,0.9,92,Yes,No,45,38,75,73,22.5,92,52.67,48.47,Medium Risk,-24.53,Declining
S2917,10,0.7,70,Yes,Yes,41,49,66,89,17.5,70,52.0,41.8,High Risk,-47.2,Declining
S2918,11,0.6,77,No,Yes,65,53,87,58,15.0,77,68.33,48.73,Medium Risk,-9.27,Declining
S2919,11,3.2,81,No,No,42,87,60,93,80.0,81,63.0,73.4,Low Risk,-19.6,Declining
S2920,11,3.7,65,No,Yes,51,57,35,81,92.5,65,47.67,69.07,Low Risk,-11.93,Declining
S2921,11,1.4,57,No,No,50,65,70,75,35.0,57,61.67,50.07,Medium Risk,-24.93,Declining
S2922,9,4.4,74,Yes,No,78,82,71,61,100.0,74,77.0,85.6,Low Risk,24.6,Improving
S2923,11,4.9,97,Yes,No,78,61,88,68,100.0,97,75.67,89.67,Low Risk,21.67,Improving
S2924,9,4.5,97,Yes,Yes,71,35,98,48,100.0,97,68.0,86.6,Low Risk,38.6,Improving
S2925,10,3.6,74,Yes,No,80,76,82,41,90.0,74,79.33,82.53,Low Risk,41.53,Improving
S2926,12,1.8,76,No,Yes,78,45,59,62,45.0,76,60.67,57.47,Medium Risk,-4.53,Stable
S2927,9,5.1,55,Yes,No,63,93,77,49,100.0,55,77.67,82.07,Low Risk,33.07,Improving
S2928,9,1.5,97,Yes,No,60,49,35,48,37.5,97,48.0,53.6,Medium Risk,5.6,Improving
S2929,10,5.1,55,Yes,Yes,53,88,50,59,100.0,55,63.67,76.47,Low Risk,17.47,Improving
S2930,9,4.6,65,Yes,Yes,46,97,37,75,100.0,65,60.0,77.0,Low Risk,2.0,Stable
S2931,11,2.5,76,Yes,Yes,94,78,99,74,62.5,76,90.33,76.33,Low Risk,2.33,Stable
S2932,12,5.1,69,Yes,No,38,39,95,67,100.0,69,57.33,76.73,Low Risk,9.73,Improving
S2933,9,2.2,59,Yes,Yes,88,57,41,69,55.00000000000001,59,62.0,58.6,Medium Risk,-10.4,Declining
S2934,11,5.0,50,No,Yes,56,52,43,59,100.0,50,50.33,70.13,Low Risk,11.13,Improving
S2935,9,1.4,80,No,No,97,81,96,45,35.0,80,91.33,66.53,Low Risk,21.53,Improving
S2936,11,3.3,97,No,No,50,47,72,59,82.5,97,56.33,74.93,Low Risk,15.93,Improving
S2937,11,5.8,74,Yes,No,41,74,93,65,100.0,74,69.33,82.53,Low Risk,17.53,Improving
S2938,9,2.0,80,No,Yes,97,48,66,77,50.0,80,70.33,64.13,Medium Risk,-12.87,Declining
S2939,10,5.9,81,Yes,Yes,75,45,65,90,100.0,81,61.67,80.87,Low Risk,-9.13,Declining
S2940,11,1.2,62,Yes,No,60,99,52,91,30.0,62,70.33,52.53,Medium Risk,-38.47,Declining
S2941,12,3.5,69,Yes,No,81,53,64,42,87.5,69,66.0,75.2,Low Risk,33.2,Improving
S2942,11,2.3,80,Yes,No,92,59,60,45,57.49999999999999,80,70.33,67.13,Low Risk,22.13,Improving
S2943,11,4.2,81,Yes,Yes,62,58,66,43,100.0,81,62.0,81.0,Low Risk,38.0,Improving
S2944,11,3.6,67,No,Yes,63,85,85,44,90.0,67,77.67,80.47,Low Risk,36.47,Improving
S2945,12,3.9,54,No,No,90,52,93,91,97.5,54,78.33,81.13,Low Risk,-9.87,Declining
S2946,9,1.6,68,Yes,Yes,46,69,39,59,40.0,68,51.33,50.13,Medium Risk,-8.87,Declining
S2947,11,5.3,84,No,Yes,89,94,49,74,100.0,84,77.33,87.73,Low Risk,13.73,Improving
S2948,10,3.6,58,No,Yes,73,88,69,86,90.0,58,76.67,78.27,Low Risk,-7.73,Declining
S2949,10,0.7,95,No,No,69,81,40,74,17.5,95,63.33,51.33,Medium Risk,-22.67,Declining
S2950,10,3.9,97,No,Yes,92,37,77,87,97.5,97,68.67,85.87,Low Risk,-1.13,Stable
S2951,10,6.0,88,Yes,Yes,71,57,56,94,100.0,88,61.33,82.13,Low Risk,-11.87,Declining
S2952,9,5.7,74,No,No,80,60,54,91,100.0,74,64.67,80.67,Low Risk,-10.33,Declining
S2953,9,2.8,93,No,No,89,98,39,83,70.0,93,75.33,76.73,Low Risk,-6.27,Declining
S2954,12,2.2,66,Yes,Yes,98,55,90,81,55.00000000000001,66,81.0,67.6,Low Risk,-13.4,Declining
S2955,9,5.9,73,Yes,No,95,45,56,65,100.0,73,65.33,80.73,Low Risk,15.73,Improving
S2956,12,1.1,51,No,Yes,37,83,39,73,27.500000000000004,51,53.0,42.4,High Risk,-30.6,Declining
S2957,12,3.9,91,Yes,Yes,59,97,97,51,97.5,91,84.33,90.93,Low Risk,39.93,Improving
S2958,9,5.0,67,Yes,Yes,68,47,92,65,100.0,67,69.0,81.0,Low Risk,16.0,Improving
S2959,10,2.0,97,No,Yes,83,72,69,89,50.0,97,74.67,69.27,Low Risk,-19.73,Declining
S2960,12,4.0,71,No,Yes,39,95,76,51,100.0,71,70.0,82.2,Low Risk,31.2,Improving
S2961,12,5.2,69,No,Yes,90,37,57,69,100.0,69,61.33,78.33,Low Risk,9.33,Improving
S2962,12,4.3,56,Yes,No,66,65,84,53,100.0,56,71.67,79.87,Low Risk,26.87,Improving
S2963,9,1.5,78,Yes,No,83,50,91,68,37.5,78,74.67,60.47,Medium Risk,-7.53,Declining
S2964,12,3.3,61,No,Yes,76,45,35,89,82.5,61,52.0,66.0,Low Risk,-23.0,Declining
S2965,9,1.9,94,Yes,Yes,83,82,56,69,47.5,94,73.67,67.27,Low Risk,-1.73,Stable
S2966,12,4.3,71,No,Yes,71,67,90,40,100.0,71,76.0,84.6,Low Risk,44.6,Improving
S2967,10,2.0,59,Yes,No,38,65,36,62,50.0,59,46.33,50.33,Medium Risk,-11.67,Declining
S2968,10,0.6,81,No,No,73,67,72,44,15.0,81,70.67,50.47,Medium Risk,6.47,Improving
S2969,10,2.7,89,No,No,61,67,76,90,67.5,89,68.0,72.0,Low Risk,-18.0,Declining
S2970,9,0.7,54,No,No,86,76,91,41,17.5,54,84.33,51.53,Medium Risk,10.53,Improving
S2971,11,1.3,90,No,Yes,52,87,84,43,32.5,90,74.33,60.73,Medium Risk,17.73,Improving
S2972,12,3.2,53,No,Yes,98,89,49,80,80.0,53,78.67,74.07,Low Risk,-5.93,Declining
S2973,12,4.4,95,No,Yes,64,42,87,40,100.0,95,64.33,84.73,Low Risk,44.73,Improving
S2974,9,0.8,53,Yes,No,69,55,99,51,20.0,53,74.33,48.33,Medium Risk,-2.67,Stable
S2975,10,3.9,64,Yes,Yes,73,98,81,90,97.5,64,84.0,85.4,Low Risk,-4.6,Stable
S2976,12,2.4,78,Yes,Yes,83,83,71,51,60.0,78,79.0,71.2,Low Risk,20.2,Improving
S2977,9,1.7,67,Yes,Yes,66,94,44,95,42.5,67,68.0,57.6,Medium Risk,-37.4,Declining
S2978,9,4.9,63,Yes,No,39,65,95,81,100.0,63,66.33,79.13,Low Risk,-1.87,Stable
S2979,10,1.2,59,No,Yes,38,93,68,56,30.0,59,66.33,50.33,Medium Risk,-5.67,Declining
S2980,12,1.9,69,Yes,Yes,65,67,63,58,47.5,69,65.0,58.8,Medium Risk,0.8,Stable
S2981,9,2.8,90,Yes,No,62,41,100,95,70.0,90,67.67,73.07,Low Risk,-21.93,Declining
S2982,11,2.7,59,Yes,Yes,78,49,43,88,67.5,59,56.67,61.47,Medium Risk,-26.53,Declining
S2983,10,3.2,97,Yes,Yes,94,64,100,75,80.0,97,86.0,85.8,Low Risk,10.8,Improving
S2984,12,2.5,99,Yes,Yes,80,63,93,83,62.5,99,78.67,76.27,Low Risk,-6.73,Declining
S2985,9,1.1,54,No,No,88,62,69,49,27.500000000000004,54,73.0,51.0,Medium Risk,2.0,Stable
S2986,9,2.8,64,Yes,No,54,73,65,51,70.0,64,64.0,66.4,Low Risk,15.4,Improving
S2987,11,2.8,62,Yes,Yes,72,59,48,63,70.0,62,59.67,64.27,Medium Risk,1.27,Stable
S2988,11,3.1,59,Yes,No,88,76,99,65,77.5,59,87.67,77.87,Low Risk,12.87,Improving
S2989,9,1.0,92,No,Yes,44,40,85,53,25.0,92,56.33,50.93,Medium Risk,-2.07,Stable
S2990,9,2.4,55,Yes,No,87,54,45,69,60.0,55,62.0,59.8,Medium Risk,-9.2,Declining
S2991,9,5.1,75,Yes,No,72,89,98,80,100.0,75,86.33,89.53,Low Risk,9.53,Improving
S2992,12,2.4,56,Yes,Yes,40,97,44,42,60.0,56,60.33,59.33,Medium Risk,17.33,Improving
S2993,11,0.8,54,Yes,No,96,69,96,62,20.0,54,87.0,53.6,Medium Risk,-8.4,Declining
S2994,9,4.3,56,Yes,Yes,64,82,58,89,100.0,56,68.0,78.4,Low Risk,-10.6,Declining
S2995,9,6.0,94,Yes,Yes,93,72,45,90,100.0,94,70.0,86.8,Low Risk,-3.2,Stable
S2996,10,2.8,59,Yes,No,88,57,36,66,70.0,59,60.33,63.93,Medium Risk,-2.07,Stable
S2997,10,0.6,78,No,Yes,66,82,47,44,15.0,78,65.0,47.6,Medium Risk,3.6,Stable
S2998,12,4.7,74,Yes,Yes,65,94,43,57,100.0,74,67.33,81.73,Low Risk,24.73,Improving
S2999,10,3.0,92,No,No,54,62,56,54,75.0,92,57.33,71.33,Low Risk,17.33,Improving
S3000,9,5.3,70,Yes,Yes,52,64,65,60,100.0,70,60.33,78.13,Low Risk,18.13,Improving
S3001,12,3.8,83,No,No,59,70,85,69,95.0,83,71.33,83.13,Low Risk,14.13,Improving
S3002,11,3.3,92,Yes,No,94,82,48,54,82.5,92,74.67,81.27,Low Risk,27.27,Improving
S3003,12,3.9,67,Yes,Yes,68,94,90,55,97.5,67,84.0,86.0,Low Risk,31.0,Improving
S3004,10,2.8,67,No,Yes,79,37,41,89,70.0,67,52.33,62.33,Medium Risk,-26.67,Declining
S3005,9,2.9,92,Yes,Yes,63,62,95,64,72.5,92,73.33,76.73,Low Risk,12.73,Improving
S3006,9,5.6,85,No,Yes,35,41,53,79,100.0,85,43.0,74.2,Low Risk,-4.8,Stable
S3007,11,2.2,68,Yes,Yes,85,86,57,60,55.00000000000001,68,76.0,66.0,Low Risk,6.0,Improving
S3008,9,1.9,65,No,Yes,57,97,82,76,47.5,65,78.67,63.47,Medium Risk,-12.53,Declining
S3009,10,1.0,50,Yes,Yes,49,57,62,84,25.0,50,56.0,42.4,High Risk,-41.6,Declining
